Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,Tissue Type,Screening Set
MN-64,1854,"TNKS1, TNKS2",WNT signaling,BRAF_mut,7,7,0.663967275,4.809476425,5.618340855,,,0.239647631,-0.80886443,1.037543225,1.375379807,0.237902629,,,0,THCA,GDSC2
MN-64,1854,"TNKS1, TNKS2",WNT signaling,NRAS_mut,3,11,0.106967986,5.105259428,5.243540244,,,0.898702533,-0.138280816,1.590668762,1.224474689,0.872285545,,,0,THCA,GDSC2
MN-64,1854,"TNKS1, TNKS2",WNT signaling,TP53_mut,10,4,0.253398826,5.120918376,5.4463843,,,0.746125655,-0.325465923,1.088655075,1.744489296,0.676003877,,,0,THCA,GDSC2
KRAS (G12C) Inhibitor-12,1855,KRAS (G12C),ERK MAPK signaling,BRAF_mut,7,7,0.815837817,4.626317773,6.024366373,,,0.158138847,-1.3980486,1.26314626,2.068224939,0.152853601,,,0,THCA,GDSC2
KRAS (G12C) Inhibitor-12,1855,KRAS (G12C),ERK MAPK signaling,NRAS_mut,3,11,0.120405205,5.148438417,5.373588524,,,0.890562123,-0.225150107,2.408194732,1.742445221,0.856427876,,,0,THCA,GDSC2
KRAS (G12C) Inhibitor-12,1855,KRAS (G12C),ERK MAPK signaling,TP53_mut,10,4,0.157836093,5.409539431,5.114848677,,,0.842806712,0.294690753,1.545673981,2.603161701,0.794158959,,,0,THCA,GDSC2
MG-132,1862,"Proteasome, CAPN1",Protein stability and degradation,BRAF_mut,7,9,0.489649406,-1.546837319,-1.355069655,,,0.322127889,-0.191767664,0.290203348,0.453054806,0.347729335,,,0,THCA,GDSC2
MG-132,1862,"Proteasome, CAPN1",Protein stability and degradation,NRAS_mut,3,13,0.213436694,-1.369074457,-1.455097289,,,0.827534374,0.086022833,0.587941789,0.36317921,0.743900195,,,0,THCA,GDSC2
MG-132,1862,"Proteasome, CAPN1",Protein stability and degradation,TP53_mut,11,5,0.147176733,-1.420407174,-1.479801843,,,0.818386909,0.059394669,0.359011775,0.497784335,0.788934614,,,0,THCA,GDSC2
BDP-00009066,1866,MRCKB_HUMAN,Cytoskeleton,BRAF_mut,7,7,1.36992905,1.928320394,3.59491976,,,0.032734536,-1.666599366,0.692097524,1.575129229,0.024868333,,,0,THCA,GDSC2
BDP-00009066,1866,MRCKB_HUMAN,Cytoskeleton,TP53_mut,10,4,0.861478733,2.418240894,3.620068034,,,0.389941403,-1.20182714,0.84608445,2.374311775,0.171008213,,,0,THCA,GDSC2
Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,BRAF_mut,7,9,1.228242598,0.757143963,1.899923563,,,0.021706958,-1.142779599,0.370103787,1.188362241,0.028741598,,,8.622479521,THCA,GDSC2
Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,NRAS_mut,3,13,0.075910779,1.331505461,1.41575411,,,0.900362406,-0.084248648,0.937895517,1.135967345,0.907342786,,,90.73427861,THCA,GDSC2
Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,TP53_mut,11,5,0.361730283,1.27640675,1.671769112,,,0.604365754,-0.395362362,0.884627844,1.491532268,0.513346116,,,77.00191733,THCA,GDSC2
Ulixertinib,1908,"ERK1, ERK2",ERK MAPK signaling,BRAF_mut,7,9,0.744132214,1.98447364,3.122402288,,,0.14827413,-1.137928649,1.285700128,1.688945082,0.161922845,,,0,THCA,GDSC2
Ulixertinib,1908,"ERK1, ERK2",ERK MAPK signaling,NRAS_mut,3,13,0.574522694,1.878296543,2.796772803,,,0.369212868,-0.918476261,1.3348197,1.638527546,0.38489833,,,0,THCA,GDSC2
Ulixertinib,1908,"ERK1, ERK2",ERK MAPK signaling,TP53_mut,11,5,0.120114979,2.562959484,2.76007635,,,0.874285328,-0.197116865,1.097435302,2.532776268,0.826985975,,,0,THCA,GDSC2
Venetoclax,1909,BCL2,Apoptosis regulation,BRAF_mut,7,9,0.921404819,2.19674654,2.894926071,,,0.073227312,-0.698179531,0.540022673,0.886601604,0.088878591,,,0,THCA,GDSC2
Venetoclax,1909,BCL2,Apoptosis regulation,NRAS_mut,3,13,0.402372857,2.861384883,2.526723521,,,0.519660366,0.334661362,0.701303601,0.851515791,0.539983482,,,0,THCA,GDSC2
Venetoclax,1909,BCL2,Apoptosis regulation,TP53_mut,11,5,0.488533517,2.464333844,2.864777627,,,0.526886453,-0.400443783,0.555278494,1.25728236,0.38038456,,,0,THCA,GDSC2
ABT737,1910,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",Apoptosis regulation,BRAF_mut,7,9,0.33748481,2.594704886,3.09156745,,,0.480071654,-0.496862565,0.850755886,1.802866988,0.513958576,,,0,THCA,GDSC2
ABT737,1910,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",Apoptosis regulation,NRAS_mut,3,13,0.27399522,2.54338258,2.95053027,,,0.653785605,-0.407147691,1.244454065,1.522498337,0.675322043,,,0,THCA,GDSC2
ABT737,1910,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",Apoptosis regulation,TP53_mut,11,5,1.383542101,2.340839987,4.047560279,,,0.037839282,-1.706720292,1.216828641,1.27452104,0.022447435,,,0,THCA,GDSC2
Dactinomycin,1911,RNA polymerase,Other,BRAF_mut,7,8,0.781796287,-5.349048861,-3.912158178,,,0.145229539,-1.436890683,0.793821487,2.394432407,0.154816567,,,46.44497022,THCA,GDSC2
Dactinomycin,1911,RNA polymerase,Other,NRAS_mut,3,12,0.070841393,-4.695588508,-4.554486827,,,0.924160107,-0.14110168,2.142914893,1.96307167,0.914286082,,,98.12437621,THCA,GDSC2
Dactinomycin,1911,RNA polymerase,Other,TP53_mut,11,4,0.013993082,-4.590142809,-4.562259138,,,0.987042016,-0.027883672,1.529249537,3.067777902,0.981243762,,,98.12437621,THCA,GDSC2
Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,BRAF_mut,7,9,0.709208566,2.5453012,3.566538855,,,0.152638628,-1.021237655,0.872429498,1.748653454,0.181153589,,,0,THCA,GDSC2
Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,NRAS_mut,3,13,0.20275406,2.867208721,3.178025533,,,0.718535119,-0.310816812,1.163176066,1.586248093,0.756256022,,,0,THCA,GDSC2
Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,11,5,0.141164869,3.187449206,2.970803366,,,0.812423054,0.21664584,1.464244272,1.698100385,0.797343506,,,0,THCA,GDSC2
AGI-5198,1913,IDH1 (R132H),Metabolism,BRAF_mut,7,9,0.278860933,4.910477581,5.17989213,,,0.565016227,-0.269414549,0.672272361,1.137753671,0.58875378,,,0,THCA,GDSC2
AGI-5198,1913,IDH1 (R132H),Metabolism,NRAS_mut,3,13,0.203612602,4.901033728,5.099174696,,,0.79317724,-0.198140967,1.096970941,0.950919818,0.755260394,,,0,THCA,GDSC2
AGI-5198,1913,IDH1 (R132H),Metabolism,TP53_mut,11,5,0.371928295,4.950391524,5.307613093,,,0.632533124,-0.357221568,0.62090593,1.504948232,0.501733074,,,0,THCA,GDSC2
AZD3759,1915,EGFR,EGFR signaling,BRAF_mut,7,9,0.416938258,3.123234918,3.452681339,,,0.3855812,-0.329446421,0.456210718,0.967735112,0.421925169,,,96.45185731,THCA,GDSC2
AZD3759,1915,EGFR,EGFR signaling,NRAS_mut,3,13,0.303414215,3.110630766,3.35422186,,,0.775618742,-0.243591094,1.273597263,0.693991032,0.643012382,,,96.45185731,THCA,GDSC2
AZD3759,1915,EGFR,EGFR signaling,TP53_mut,11,5,0.020455582,3.313721238,3.297168573,,,0.97668258,0.016552665,0.638667898,1.127863793,0.97028245,,,97.02824496,THCA,GDSC2
AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",BRAF_mut,7,9,0.342207723,3.460427768,3.898152205,,,0.482130921,-0.437724437,0.900871714,1.501525082,0.508179098,,,76.22686464,THCA,GDSC2
AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",NRAS_mut,3,13,0.068941095,3.633858112,3.723445376,,,0.943348319,-0.089587264,1.886555326,1.173411342,0.915813132,,,91.58131319,THCA,GDSC2
AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",TP53_mut,11,5,0.40738203,3.868876048,3.34974554,,,0.482394913,0.519130508,1.254320273,1.32295952,0.462583833,,,76.22686464,THCA,GDSC2
AZD6738,1917,ATR,Genome integrity,BRAF_mut,7,9,0.63724013,2.210928884,3.25619968,,,0.189745528,-1.045270796,0.732595217,2.075103055,0.226702235,,,54.46024751,THCA,GDSC2
AZD6738,1917,ATR,Genome integrity,NRAS_mut,3,13,0.038478192,2.853017847,2.78640352,,,0.960140751,0.066614327,1.947922073,1.692410906,0.952945784,,,95.29457836,THCA,GDSC2
AZD6738,1917,ATR,Genome integrity,TP53_mut,11,5,0.50709191,2.532790005,3.384321849,,,0.472303608,-0.851531844,1.3634315,2.285205961,0.363068317,,,54.46024751,THCA,GDSC2
AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,BRAF_mut,7,9,0.444589105,3.596031049,4.130703257,,,0.397763097,-0.534672208,1.242777194,1.171601036,0.392562111,,,95.30474893,THCA,GDSC2
AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,NRAS_mut,3,13,0.051017389,3.845578267,3.908600912,,,0.94693329,-0.063022646,1.382615571,1.209023715,0.937642288,,,95.30474893,THCA,GDSC2
AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,TP53_mut,11,5,0.032331413,3.909266499,3.869323034,,,0.947273671,0.039943466,1.327020187,0.969340359,0.953047489,,,95.30474893,THCA,GDSC2
Osimertinib,1919,EGFR,EGFR signaling,BRAF_mut,7,9,0.705440719,2.323919492,2.916760004,,,0.152371171,-0.592840513,0.452950727,1.040218018,0.183336704,,,55.00101135,THCA,GDSC2
Osimertinib,1919,EGFR,EGFR signaling,NRAS_mut,3,13,0.076549747,2.601613573,2.67026429,,,0.901746796,-0.068650717,0.779562859,0.91489359,0.906566809,,,90.6566809,THCA,GDSC2
Osimertinib,1919,EGFR,EGFR signaling,TP53_mut,11,5,0.491337504,2.523533075,2.951882531,,,0.556066477,-0.428349456,0.442911813,1.472994838,0.377732637,,,56.6598956,THCA,GDSC2
Cediranib,1922,"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",RTK signaling,BRAF_mut,7,9,0.568955438,2.194986268,2.992091951,,,0.234435771,-0.797105682,0.393289097,1.821781238,0.277878422,,,0,THCA,GDSC2
Cediranib,1922,"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",RTK signaling,NRAS_mut,3,13,0.890488708,3.635851459,2.414321312,,,0.337042574,1.221530147,1.688330878,1.311581365,0.186153819,,,0,THCA,GDSC2
Cediranib,1922,"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",RTK signaling,TP53_mut,11,5,0.159528566,2.570631411,2.803357183,,,0.764418089,-0.232725772,1.502333854,1.343940306,0.771744408,,,0,THCA,GDSC2
Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,BRAF_mut,7,9,0.650246345,3.905327184,4.767505451,,,0.195864613,-0.862178267,1.006470521,1.522136812,0.217853711,,,0,THCA,GDSC2
Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,NRAS_mut,3,13,0.085688794,4.292716283,4.412822346,,,0.901708457,-0.120106063,1.39607461,1.40258204,0.895479373,,,0,THCA,GDSC2
Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,TP53_mut,11,5,0.108158728,4.437640152,4.286159535,,,0.878079503,0.151480617,1.094055843,1.967967682,0.843948742,,,0,THCA,GDSC2
GDC0810,1925,"ESR1, ESR2",Hormone-related,BRAF_mut,7,9,0.754834112,4.963389849,5.771417908,,,0.136205201,-0.808028058,0.793848218,1.238019869,0.15638297,,,46.91489098,THCA,GDSC2
GDC0810,1925,"ESR1, ESR2",Hormone-related,NRAS_mut,3,13,0.253099359,5.653712517,5.363488659,,,0.732179111,0.290223858,1.215867975,1.13473807,0.698686439,,,98.36213637,THCA,GDSC2
GDC0810,1925,"ESR1, ESR2",Hormone-related,TP53_mut,11,5,0.011271946,5.421967191,5.408970204,,,0.987040333,0.012996986,0.922408702,1.589385673,0.983621364,,,98.36213637,THCA,GDSC2
GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,BRAF_mut,7,9,0.673904305,0.798869735,1.729027798,,,0.217750931,-0.930158063,1.527411551,1.258642076,0.202467222,,,60.74016649,THCA,GDSC2
GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,NRAS_mut,3,13,0.106915594,1.449285532,1.292729364,,,0.903668872,0.156556168,1.917732875,1.374254806,0.869818444,,,93.60873729,THCA,GDSC2
GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,TP53_mut,11,5,0.044034245,1.342248639,1.27772066,,,0.935279801,0.064527979,1.490490867,1.40072421,0.936087373,,,93.60873729,THCA,GDSC2
GSK2578215A,1927,LRRK2,"Other, kinases",BRAF_mut,7,9,0.892317477,4.773969777,5.596130224,,,0.079929112,-0.822160448,0.607647569,1.099413166,0.098382314,,,0,THCA,GDSC2
GSK2578215A,1927,LRRK2,"Other, kinases",NRAS_mut,3,13,0.339401655,5.51475382,5.172207615,,,0.699081635,0.342546205,1.290557609,0.954355949,0.604490309,,,0,THCA,GDSC2
GSK2578215A,1927,LRRK2,"Other, kinases",TP53_mut,11,5,0.376729869,5.354401628,4.97690851,,,0.618465582,0.377493117,0.698015606,1.515299238,0.496319101,,,0,THCA,GDSC2
I-BRD9,1928,BRD9,Chromatin other,BRAF_mut,7,9,0.522025105,4.413010994,4.985104158,,,0.27905655,-0.572093164,0.573465152,1.362035498,0.317828701,,,0,THCA,GDSC2
I-BRD9,1928,BRD9,Chromatin other,NRAS_mut,3,13,0.213588863,4.538253301,4.780173421,,,0.780839702,-0.24192012,1.258933741,1.110199761,0.74372471,,,0,THCA,GDSC2
I-BRD9,1928,BRD9,Chromatin other,TP53_mut,11,5,0.45001855,4.890895815,4.391432083,,,0.502173338,0.499463732,0.958107197,1.42001579,0.418089959,,,0,THCA,GDSC2
Telomerase Inhibitor IX,1930,Telomerase,Genome integrity,BRAF_mut,7,9,0.883412983,0.142638039,1.397722613,,,0.084742582,-1.255084574,1.023873891,1.657121817,0.101466627,,,30.43998812,THCA,GDSC2
Telomerase Inhibitor IX,1930,Telomerase,Genome integrity,NRAS_mut,3,13,0.411832681,1.366019706,0.729223898,,,0.665290911,0.636795809,2.147029681,1.421645882,0.530631848,,,79.59477718,THCA,GDSC2
Telomerase Inhibitor IX,1930,Telomerase,Genome integrity,TP53_mut,11,5,0.01480724,0.841363536,0.864594179,,,0.981445422,-0.023230643,1.402211816,1.923342802,0.978485643,,,97.8485643,THCA,GDSC2
MIRA-1,1931,TP53,p53 pathway,BRAF_mut,7,9,0.5786772,5.42228147,6.024974009,,,0.258760045,-0.602692539,0.92633207,1.120132622,0.270096745,,,0,THCA,GDSC2
MIRA-1,1931,TP53,p53 pathway,NRAS_mut,3,13,0.088414514,5.839504838,5.743247835,,,0.926900192,0.096257003,1.568510623,0.986295195,0.892176819,,,0,THCA,GDSC2
MIRA-1,1931,TP53,p53 pathway,TP53_mut,11,5,0.467273925,5.916279513,5.420332346,,,0.511939867,0.495947167,0.843630539,1.470862793,0.400902971,,,0,THCA,GDSC2
NVP-ADW742,1932,IGF1R,IGF1R signaling,BRAF_mut,7,9,1.438788589,2.756347417,4.968637203,,,0.009108386,-2.212289786,0.892134077,1.88161587,0.01272362,,,0,THCA,GDSC2
NVP-ADW742,1932,IGF1R,IGF1R signaling,NRAS_mut,3,13,0.187640867,4.294729783,3.932921338,,,0.839148945,0.361808445,2.644272506,1.781077034,0.773854451,,,0,THCA,GDSC2
NVP-ADW742,1932,IGF1R,IGF1R signaling,TP53_mut,11,5,0.458609484,3.73046574,4.59540872,,,0.485468984,-0.86494298,1.667465128,2.344897487,0.409473531,,,0,THCA,GDSC2
P22077,1933,"USP7, USP47",Protein stability and degradation,BRAF_mut,7,9,0.34316657,4.570657987,5.13904264,,,0.482952907,-0.568384653,1.211856219,1.923367942,0.507010382,,,0,THCA,GDSC2
P22077,1933,"USP7, USP47",Protein stability and degradation,NRAS_mut,3,13,0.690581829,3.982698531,5.099838006,,,0.196945044,-1.117139474,1.015941294,1.697353458,0.299184644,,,0,THCA,GDSC2
P22077,1933,"USP7, USP47",Protein stability and degradation,TP53_mut,11,5,0.629372,4.574280665,5.58578047,,,0.37468778,-1.011499805,1.321333725,2.162298323,0.262748047,,,0,THCA,GDSC2
Savolitinib,1936,MET,RTK signaling,BRAF_mut,7,9,0.753363353,2.788903882,3.629360314,,,0.127354373,-0.840456432,0.526396096,1.403633998,0.157134741,,,0,THCA,GDSC2
Savolitinib,1936,MET,RTK signaling,NRAS_mut,3,13,0.367583637,2.907010708,3.343502913,,,0.246349279,-0.436492205,0.081911941,1.28217132,0.575147069,,,0,THCA,GDSC2
Savolitinib,1936,MET,RTK signaling,TP53_mut,11,5,1.132988161,2.890765157,4.077630653,,,0.13893107,-1.186865496,0.857196683,1.415564333,0.054271232,,,0,THCA,GDSC2
UMI-77,1939,MCL1,Apoptosis regulation,BRAF_mut,7,7,0.697455883,2.608696699,3.681365754,,,0.226517861,-1.072669055,0.905793809,1.97743925,0.216422189,,,0,THCA,GDSC2
UMI-77,1939,MCL1,Apoptosis regulation,TP53_mut,10,4,1.066836373,2.700687933,4.255889459,,,0.214994983,-1.555201525,1.245198678,1.961838017,0.096491547,,,0,THCA,GDSC2
WIKI4,1940,"TNKS1, TNKS2",WNT signaling,BRAF_mut,7,9,0.156558822,3.82767072,3.982604853,,,0.75772214,-0.154934133,0.933412827,1.029768219,0.76063476,,,91.15407629,THCA,GDSC2
WIKI4,1940,"TNKS1, TNKS2",WNT signaling,NRAS_mut,3,13,0.412520153,3.586809226,3.990516234,,,0.297503987,-0.403707008,0.389160686,1.045039933,0.529955809,,,91.15407629,THCA,GDSC2
WIKI4,1940,"TNKS1, TNKS2",WNT signaling,TP53_mut,11,5,0.061012903,3.895896222,3.956456054,,,0.924892767,-0.060559832,0.871691131,1.244427026,0.911540763,,,91.15407629,THCA,GDSC2
Sepantronium bromide,1941,BIRC5,Apoptosis regulation,BRAF_mut,7,9,0.002765133,-4.388359784,-4.391377621,,,0.995274313,0.003017837,0.522391332,1.371061584,0.995699536,,,99.56995362,THCA,GDSC2
Sepantronium bromide,1941,BIRC5,Apoptosis regulation,NRAS_mut,3,13,0.134171703,-4.50884872,-4.362643917,,,0.744318071,-0.146204803,0.502202274,1.158999322,0.837094626,,,99.56995362,THCA,GDSC2
Sepantronium bromide,1941,BIRC5,Apoptosis regulation,TP53_mut,11,5,0.987504386,-4.692579295,-3.724508968,,,0.245415675,-0.968070326,0.596893255,1.572543114,0.088482013,,,26.54460388,THCA,GDSC2
MIM1,1996,MCL1,Apoptosis regulation,BRAF_mut,7,7,0.059919938,3.817852754,3.889701591,,,0.912628753,-0.071848837,1.117977601,1.275035217,0.912597503,,,91.25975028,THCA,GDSC2
MIM1,1996,MCL1,Apoptosis regulation,TP53_mut,10,4,0.792634026,3.600375625,4.487281041,,,0.313638858,-0.886905415,0.999154291,1.418847478,0.205131901,,,41.02638021,THCA,GDSC2
WEHI-539,1997,BCL-XL,Apoptosis regulation,BRAF_mut,7,9,0.311527031,4.164012494,4.602024805,,,0.504728381,-0.438012311,0.499405751,1.809003107,0.546390788,,,0,THCA,GDSC2
WEHI-539,1997,BCL-XL,Apoptosis regulation,NRAS_mut,3,13,0.228674831,4.14681478,4.47122049,,,0.719757084,-0.324405709,1.260873504,1.443250918,0.726402067,,,0,THCA,GDSC2
WEHI-539,1997,BCL-XL,Apoptosis regulation,TP53_mut,11,5,0.860240814,4.057979211,5.185707877,,,0.185665144,-1.127728665,1.231172171,1.491830886,0.133047773,,,0,THCA,GDSC2
BPD-00008900,1998,,Other,BRAF_mut,7,7,0.959825531,4.686068297,5.666760638,,,0.098563315,-0.980692341,0.925363099,1.109778922,0.097750797,,,0,THCA,GDSC2
BPD-00008900,1998,,Other,TP53_mut,10,4,0.480130811,5.022702068,5.560695467,,,0.588816538,-0.537993399,0.81621143,1.738851673,0.432842435,,,0,THCA,GDSC2
N25720-51-A1,1999,,Unclassified,BRAF_mut,7,7,0.843731707,2.986241919,4.046112452,,,0.151381305,-1.059870533,0.736005108,1.616855919,0.140440088,,,28.08801762,THCA,GDSC2
N25720-51-A1,1999,,Unclassified,TP53_mut,10,4,0.075670976,3.546002244,3.441614539,,,0.907602934,0.104387705,1.341823435,1.4867923,0.900340864,,,90.03408639,THCA,GDSC2
N27922-53-1,2000,,Unclassified,BRAF_mut,7,7,0.29310494,5.469847382,5.716017539,,,0.594798298,-0.246170157,0.671106821,0.97998987,0.593507135,,,97.50758224,THCA,GDSC2
N27922-53-1,2000,,Unclassified,TP53_mut,10,4,0.018872612,5.588347539,5.604394763,,,0.983326563,-0.016047224,0.5719723,1.382217977,0.975075822,,,97.50758224,THCA,GDSC2
N30652-18-1,2002,,Unclassified,BRAF_mut,7,7,0.875477934,5.493656289,6.231558769,,,0.12829208,-0.73790248,0.759380581,0.918779686,0.127385204,,,0,THCA,GDSC2
N30652-18-1,2002,,Unclassified,TP53_mut,10,4,0.124601558,5.82947771,5.945432077,,,0.891594772,-0.115954368,0.610352072,1.531824378,0.83672162,,,0,THCA,GDSC2
N29087-69-1,2003,,Unclassified,BRAF_mut,7,7,0.654500391,5.720228165,6.2162978,,,0.246408062,-0.496069635,0.631743872,0.865929957,0.244274329,,,0,THCA,GDSC2
N29087-69-1,2003,,Unclassified,TP53_mut,10,4,0.083494259,5.987424334,5.920359604,,,0.9279754,0.067064731,0.512264054,1.339194683,0.890107917,,,0,THCA,GDSC2
HKMTI-1-005,2010,,Unclassified,BRAF_mut,7,7,1.343669466,3.402535264,5.517537734,,,0.029666229,-2.11500247,1.24420086,1.845868061,0.027218521,,,0,THCA,GDSC2
HKMTI-1-005,2010,,Unclassified,TP53_mut,10,4,1.007844484,3.957495846,5.716388131,,,0.230077716,-1.758892285,1.513374282,2.304781112,0.11419587,,,0,THCA,GDSC2
ICL-SIRT078,2011,SIR2,Other,BRAF_mut,7,7,1.15943296,4.250350428,6.054629919,,,0.050904952,-1.804279491,1.527872311,1.583970197,0.050876693,,,0,THCA,GDSC2
ICL-SIRT078,2011,SIR2,Other,TP53_mut,10,4,0.895548441,4.721998971,6.228718179,,,0.241829923,-1.506719207,1.557729724,2.010731818,0.155973348,,,0,THCA,GDSC2
GSK343,2037,EZH2,Chromatin histone methylation,BRAF_mut,7,7,0.804021214,4.337842507,5.649678298,,,0.158496217,-1.311835791,1.57794331,1.683534864,0.158390084,,,0,THCA,GDSC2
GSK343,2037,EZH2,Chromatin histone methylation,TP53_mut,10,4,0.858878762,4.59118463,6.000199835,,,0.281521616,-1.409015205,1.460327976,2.089895559,0.172204363,,,0,THCA,GDSC2
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,BRAF_mut,7,7,0.932649799,4.630240945,5.789755135,,,0.106727822,-1.159514191,1.294866564,1.189389532,0.106545525,,,0,THCA,GDSC2
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,TP53_mut,10,4,0.775005558,4.921683347,5.930784772,,,0.291624705,-1.009101424,1.224158241,1.511859679,0.214719479,,,0,THCA,GDSC2
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,BRAF_mut,7,9,0.678796398,3.270539023,3.973557831,,,0.196426721,-0.703018808,0.995082961,1.065120211,0.199397628,,,0,THCA,GDSC2
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,NRAS_mut,3,13,0.217839015,3.471960998,3.710762357,,,0.72886029,-0.238801359,0.958479627,1.117537236,0.738829346,,,0,THCA,GDSC2
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,TP53_mut,11,5,0.257474545,3.578132191,3.859267906,,,0.738394095,-0.281135714,0.709864002,1.706771915,0.64046492,,,0,THCA,GDSC2
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,BRAF_mut,7,9,0.335966985,0.847466722,1.175525779,,,0.47777729,-0.328059058,0.481145509,1.222686166,0.515823988,,,0,THCA,GDSC2
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,NRAS_mut,3,13,0.50771392,1.432268032,0.939630382,,,0.579529601,0.49263765,1.273450571,0.910015941,0.441197643,,,0,THCA,GDSC2
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,TP53_mut,11,5,0.154631932,1.07978805,0.926866104,,,0.795020734,0.152921946,0.943450423,1.094427806,0.778544816,,,0,THCA,GDSC2
BIBR-1532,2043,TERT,Genome integrity,BRAF_mut,7,9,0.805290367,4.926481648,5.625836768,,,0.123288962,-0.69935512,0.767881051,0.936819682,0.132372691,,,0,THCA,GDSC2
BIBR-1532,2043,TERT,Genome integrity,NRAS_mut,3,13,0.174726585,5.186161161,5.350724535,,,0.77976792,-0.164563374,0.821265355,0.960457997,0.788995755,,,0,THCA,GDSC2
BIBR-1532,2043,TERT,Genome integrity,TP53_mut,11,5,0.27199703,5.240320696,5.494874957,,,0.678552646,-0.254554261,0.815849568,1.183835996,0.621896741,,,0,THCA,GDSC2
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,BRAF_mut,7,9,0.981679062,3.659595726,4.652758897,,,0.055012239,-0.993163171,0.400635267,1.292595279,0.071756848,,,0,THCA,GDSC2
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,NRAS_mut,3,13,0.666582849,4.813401157,4.080907437,,,0.470902928,0.73249372,1.41692746,1.036424779,0.315653626,,,0,THCA,GDSC2
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,TP53_mut,11,5,0.448613015,4.062158687,4.561650921,,,0.448914238,-0.499492234,1.081856705,1.188649068,0.419510877,,,0,THCA,GDSC2
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,BRAF_mut,7,9,0.890679447,5.062873726,5.709152642,,,0.077199462,-0.646278916,0.327737168,0.916958878,0.098943384,,,0,THCA,GDSC2
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,NRAS_mut,3,13,0.490660976,5.739821748,5.354078817,,,0.629510887,0.385742931,1.164135401,0.703708209,0.456372458,,,0,THCA,GDSC2
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,TP53_mut,11,5,0.396521376,5.328833854,5.641063493,,,0.530690337,-0.312229639,0.720711498,0.933570586,0.474372091,,,0,THCA,GDSC2
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,BRAF_mut,7,9,0.314827767,4.048420112,3.781349923,,,0.530938583,0.267070189,0.742747317,0.91955658,0.542204985,,,0,THCA,GDSC2
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,NRAS_mut,3,13,0.15533923,4.006515212,3.873195727,,,0.83592536,0.133319485,0.932814251,0.845180195,0.811891614,,,0,THCA,GDSC2
